id;nomes;valores;data;cpf;file
N0000987;Noel;R$ 33.594,00;01/07/20;862.159.211-81;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000987.png
N0000988;Noemi;R$ 28.695,00;08/02/22;899.846.716-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000988.png
N0000989;Noêmia;R$ 71.901,00;08/03/20;932.302.988-29;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000989.png
N0000990;Nora;R$ 23.086,00;27/02/23;732.245.339-51;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000990.png
N0000991;Norah;R$ 93.365,00;02/02/22;602.550.867-41;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000991.png
N0000992;Norberto;R$ 86.771,00;26/06/23;288.117.869-32;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000992.png
N0000993;Norma;R$ 86.887,00;30/08/20;210.918.217-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000993.png
N0000994;Nórton;R$ 24.918,00;16/01/21;063.177.313-49;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000994.png
N0000995;Nuno;R$ 2.532,00;23/09/23;050.840.129-13;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000995.png
N0000996;Octávia;R$ 45.802,00;25/11/20;065.241.282-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000996.png
N0000997;Octávio;R$ 53.559,00;16/10/20;029.262.767-02;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000997.png
N0000998;Odete;R$ 77.000,00;02/10/20;768.064.710-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000998.png
N0000999;Odette;R$ 76.892,00;27/10/24;276.754.719-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0000999.png
N0001000;Odila;R$ 33.844,00;12/12/20;929.838.299-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001000.png
N0001001;Ofélia;R$ 93.487,00;19/05/23;137.261.905-46;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001001.png
N0001002;Olavo;R$ 92.103,00;23/04/24;403.511.471-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001002.png
N0001003;Olga;R$ 81.263,00;01/11/22;769.335.344-56;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001003.png
N0001004;Olímpia;R$ 26.515,00;08/06/24;802.216.917-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001004.png
N0001005;Olímpio;R$ 6.982,00;03/11/23;946.767.929-99;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001005.png
N0001006;Oliver;R$ 17.913,00;29/10/20;301.384.747-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001006.png
N0001007;Olívia;R$ 63.517,00;07/03/21;990.274.051-07;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001007.png
N0001008;Olívio;R$ 93.950,00;01/11/22;006.453.429-47;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001008.png
N0001009;Omar;R$ 62.734,00;06/09/22;619.176.026-42;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001009.png
N0001010;Onofre;R$ 85.554,00;07/03/22;767.458.743-69;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001010.png
N0001011;Ophelia;R$ 58.662,00;17/04/21;210.287.575-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001011.png
N0001012;Orfeu;R$ 21.286,00;12/10/20;372.716.302-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001012.png
N0001013;Orlando;R$ 39.413,00;27/10/21;070.208.649-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001013.png
N0001014;Oscar;R$ 76.274,00;12/04/22;639.310.254-38;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001014.png
N0001015;Osmar;R$ 69.555,00;29/09/21;012.471.138-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001015.png
N0001016;Osvaldo;R$ 7.640,00;07/01/21;376.682.690-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001016.png
N0001017;Oswaldo;R$ 37.020,00;08/10/21;058.572.704-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001017.png
N0001018;Otávia;R$ 55.865,00;09/04/23;576.298.126-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001018.png
N0001019;Otávio;R$ 86.626,00;22/07/23;549.271.163-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001019.png
N0001020;Oto;R$ 97.553,00;22/12/20;570.974.064-02;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001020.png
N0001021;Otto;R$ 20.267,00;14/10/23;019.928.711-24;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001021.png
N0001022;Pablo;R$ 51.917,00;29/07/21;511.228.375-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001022.png
N0001023;Paco;R$ 79.892,00;19/11/22;516.624.889-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001023.png
N0001024;Paloma;R$ 52.317,00;14/10/21;752.191.038-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001024.png
N0001025;Pamela;R$ 75.228,00;16/07/24;568.787.213-26;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001025.png
N0001026;Paola;R$ 64.372,00;01/08/24;800.619.875-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001026.png
N0001027;Paolo;R$ 43.386,00;19/03/23;240.916.475-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001027.png
N0001028;Pascoal;R$ 7.831,00;08/02/23;991.780.097-23;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001028.png
N0001029;Pasqual;R$ 43.618,00;02/08/23;111.609.881-45;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001029.png
N0001030;Patrícia;R$ 42.425,00;20/09/23;319.590.644-95;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001030.png
N0001031;Patrício;R$ 13.660,00;10/01/23;402.622.625-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001031.png
N0001032;Patrick;R$ 2.860,00;02/01/22;383.843.069-74;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001032.png
N0001033;Paula;R$ 12.979,00;21/07/23;349.666.613-74;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001033.png
N0001034;Paulina;R$ 25.256,00;03/07/23;627.319.741-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001034.png
N0001035;Paulo;R$ 28.128,00;06/11/24;718.396.412-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001035.png
N0001036;Pedro;R$ 9.092,00;17/11/21;057.439.378-18;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001036.png
N0001037;Penélope;R$ 49.860,00;14/11/21;145.614.221-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001037.png
N0001038;Perla;R$ 77.248,00;06/02/22;673.712.762-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001038.png
N0001039;Peter;R$ 12.271,00;28/01/23;656.384.381-65;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001039.png
N0001040;Phillip;R$ 21.041,00;30/11/23;649.100.210-19;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001040.png
N0001041;Phillippe;R$ 62.652,00;17/05/21;734.959.841-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001041.png
N0001042;Pierre;R$ 46.948,00;10/10/23;753.473.348-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001042.png
N0001043;Pietro;R$ 72.849,00;25/11/24;912.971.346-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001043.png
N0001044;Pilar;R$ 7.206,00;11/05/20;752.208.999-96;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001044.png
N0001045;Plínio;R$ 85.888,00;29/01/20;832.064.103-98;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001045.png
N0001046;Priscila;R$ 80.484,00;03/02/23;661.354.600-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001046.png
N0001047;Priscilla;R$ 5.436,00;22/10/21;185.418.662-03;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001047.png
N0001048;Quincas;R$ 45.064,00;17/11/21;833.450.520-59;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001048.png
N0001049;Quitéria;R$ 40.361,00;26/09/20;245.641.191-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001049.png
N0001050;Rachel;R$ 85.266,00;21/10/22;926.142.677-83;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001050.png
N0001051;Rafael;R$ 39.585,00;04/12/24;197.033.125-94;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001051.png
N0001052;Rafaela;R$ 5.932,00;12/06/21;066.255.744-14;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001052.png
N0001053;Rafaella;R$ 60.834,00;18/04/21;256.713.102-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001053.png
N0001054;Raimundo;R$ 75.280,00;13/03/23;226.777.368-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001054.png
N0001055;Raísa;R$ 62.351,00;09/09/23;730.589.553-91;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001055.png
N0001056;Raíssa;R$ 44.724,00;10/12/23;377.522.828-47;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001056.png
N0001057;Raj;R$ 3.871,00;17/12/23;864.593.886-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001057.png
N0001058;Rajesh;R$ 57.544,00;18/04/21;364.892.422-22;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001058.png
N0001059;Rani;R$ 44.486,00;27/10/20;358.837.100-18;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001059.png
N0001060;Raphael;R$ 94.272,00;14/05/21;536.493.151-06;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001060.png
N0001061;Raquel;R$ 25.535,00;05/01/24;460.338.959-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001061.png
N0001062;Raul;R$ 86.811,00;22/06/22;130.482.639-26;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001062.png
N0001063;Rebeca;R$ 56.129,00;29/01/24;951.201.084-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001063.png
N0001064;Rebecca;R$ 9.202,00;07/04/21;693.565.845-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001064.png
N0001065;Regiane;R$ 68.789,00;07/04/24;954.232.696-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001065.png
N0001066;Regina;R$ 9.657,00;24/03/24;895.646.241-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001066.png
N0001067;Reinaldo;R$ 73.619,00;08/10/22;505.670.259-50;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001067.png
N0001068;Renan;R$ 46.911,00;31/08/20;035.749.789-95;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001068.png
N0001069;Renata;R$ 864,00;10/08/21;616.627.191-32;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001069.png
N0001070;Renato;R$ 66.062,00;05/03/23;691.985.664-66;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001070.png
N0001071;Reneé;R$ 53.674,00;10/07/21;436.909.725-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001071.png
N0001072;Reynaldo;R$ 29.795,00;29/12/20;139.022.914-94;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001072.png
N0001073;Ricardo;R$ 7.149,00;16/09/23;777.818.771-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001073.png
N0001074;Richard;R$ 50.798,00;10/11/23;778.509.254-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001074.png
N0001075;Rita;R$ 68.507,00;27/08/20;553.184.606-15;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001075.png
N0001076;Roberta;R$ 45.276,00;08/02/23;098.006.610-77;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001076.png
N0001077;Roberto;R$ 59.355,00;24/08/23;890.718.209-47;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001077.png
N0001078;Robinson;R$ 40.694,00;15/06/20;593.324.313-29;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001078.png
N0001079;Robson;R$ 37.960,00;24/07/23;857.133.380-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001079.png
N0001080;Rodolfo;R$ 64.738,00;14/10/24;405.168.946-84;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001080.png
N0001081;Rodrigo;R$ 43.576,00;12/02/24;621.468.926-92;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001081.png
N0001082;Roger;R$ 98.115,00;12/11/21;882.097.982-94;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001082.png
N0001083;Rogéria;R$ 88.710,00;27/02/21;474.284.922-11;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001083.png
N0001084;Rogério;R$ 10.851,00;05/03/21;605.787.843-43;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001084.png
N0001085;Rolando;R$ 95.669,00;02/08/21;198.946.504-81;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001085.png
N0001086;Romeu;R$ 30.770,00;08/12/22;116.961.397-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001086.png
N0001087;Rômulo;R$ 77.931,00;19/06/24;199.802.829-16;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001087.png
N0001088;Rosa;R$ 85.713,00;18/02/22;894.020.197-31;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001088.png
N0001089;Rosana;R$ 61.655,00;28/08/20;799.326.110-42;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001089.png
N0001090;Rosane;R$ 14.327,00;08/07/22;738.029.127-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001090.png
N0001091;Rosário;R$ 17.965,00;30/03/22;540.769.081-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001091.png
N0001092;Rose;R$ 83.329,00;18/02/20;412.338.842-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001092.png
N0001093;Roxana;R$ 75.876,00;25/08/23;277.158.939-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001093.png
N0001094;Roxane;R$ 59.615,00;02/08/21;374.072.893-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001094.png
N0001095;Rubem;R$ 2.314,00;12/03/20;719.103.447-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001095.png
N0001096;Rubens;R$ 15.931,00;13/04/24;455.040.031-56;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001096.png
N0001097;Rui;R$ 28.741,00;02/04/21;164.271.492-53;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001097.png
N0001098;Rute;R$ 44.252,00;27/11/21;743.709.713-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001098.png
N0001099;Ruth;R$ 80.829,00;06/05/24;194.248.501-82;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001099.png
N0001100;Ruy;R$ 94.865,00;08/05/24;098.289.465-13;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001100.png
N0001101;Sabrina;R$ 40.785,00;09/02/23;822.088.226-33;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001101.png
N0001102;Sacha;R$ 75.434,00;04/06/24;205.095.224-40;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001102.png
N0001103;Safira;R$ 65.443,00;03/05/22;481.815.334-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001103.png
N0001104;Salim;R$ 35.841,00;01/08/23;271.995.269-97;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001104.png
N0001105;Salma;R$ 57.232,00;20/12/23;439.200.723-59;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001105.png
N0001106;Salomão;R$ 7.792,00;12/01/22;887.004.582-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001106.png
N0001107;Salomé;R$ 62.440,00;30/05/20;258.720.034-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001107.png
N0001108;Salvador;R$ 92.936,00;30/11/22;835.746.012-71;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001108.png
N0001109;Sálvio;R$ 87.999,00;03/01/21;517.565.213-36;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001109.png
N0001110;Samanta;R$ 47.259,00;28/04/22;084.294.912-79;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001110.png
N0001111;Samantha;R$ 52.104,00;19/01/24;176.757.740-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001111.png
N0001112;Samara;R$ 25.375,00;07/05/23;045.478.559-35;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001112.png
N0001113;Samir;R$ 67.511,00;27/06/20;897.279.750-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001113.png
N0001114;Samira;R$ 45.578,00;11/02/21;968.109.579-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001114.png
N0001115;Samuel;R$ 69.027,00;15/06/22;649.239.623-56;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001115.png
N0001116;Sandra;R$ 3.873,00;24/05/22;030.242.872-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001116.png
N0001117;Sandro;R$ 75.081,00;15/02/22;096.589.756-74;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001117.png
N0001118;Sara;R$ 61.451,00;03/06/24;088.307.495-83;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001118.png
N0001119;Sarah;R$ 36.373,00;24/10/22;311.066.353-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001119.png
N0001120;Sasha;R$ 91.892,00;18/12/20;088.783.781-60;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001120.png
N0001121;Saulo;R$ 67.415,00;03/10/22;143.651.027-96;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001121.png
N0001122;Scarlet;R$ 22.520,00;30/08/24;297.173.503-61;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001122.png
N0001123;Sebastião;R$ 47.914,00;19/05/20;172.621.266-10;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001123.png
N0001124;Selene;R$ 56.539,00;18/12/22;715.313.023-35;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001124.png
N0001125;Selma;R$ 73.633,00;24/02/24;207.020.756-04;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001125.png
N0001126;Serafim;R$ 54.335,00;12/12/23;300.027.243-75;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001126.png
N0001127;Serafina;R$ 15.316,00;21/11/23;621.019.761-29;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001127.png
N0001128;Serena;R$ 2.719,00;06/02/23;971.433.527-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001128.png
N0001129;Sérgio;R$ 66.002,00;12/07/24;514.417.325-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001129.png
N0001130;Severino;R$ 38.247,00;12/10/22;873.796.724-01;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001130.png
N0001131;Severo;R$ 66.830,00;21/10/24;679.073.199-78;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001131.png
N0001132;Shakira;R$ 42.451,00;27/08/21;819.895.356-66;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001132.png
N0001133;Sharon;R$ 60.216,00;04/01/20;013.652.201-76;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001133.png
N0001134;Sheila;R$ 22.688,00;16/04/24;777.117.895-21;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001134.png
N0001135;Sheilla;R$ 3.020,00;04/05/23;603.071.294-20;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001135.png
N0001136;Shen;R$ 80.267,00;19/04/21;186.960.930-11;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001136.png
N0001137;Shirlei;R$ 14.074,00;05/12/23;895.766.208-13;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001137.png
N0001138;Shirley;R$ 75.747,00;09/01/23;832.663.540-52;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001138.png
N0001139;Sibele;R$ 24.385,00;27/11/22;077.581.910-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001139.png
N0001140;Sidnei;R$ 97.212,00;29/09/23;822.292.164-90;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001140.png
N0001141;Sidney;R$ 87.425,00;08/09/23;863.722.301-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001141.png
N0001142;Silena;R$ 76.846,00;31/08/23;747.419.271-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001142.png
N0001143;Silvana;R$ 43.025,00;01/09/21;945.545.496-31;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001143.png
N0001144;Sílvia;R$ 37.249,00;22/05/23;737.648.142-76;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001144.png
N0001145;Sílvio;R$ 38.828,00;25/05/22;103.596.255-17;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001145.png
N0001146;Simão;R$ 42.228,00;10/04/21;184.738.241-05;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001146.png
N0001147;Simone;R$ 51.410,00;09/03/20;613.683.863-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001147.png
N0001148;Socorro;R$ 57.081,00;15/10/23;641.612.696-68;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001148.png
N0001149;Sofia;R$ 3.105,00;19/03/20;805.027.891-31;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001149.png
N0001150;Solange;R$ 45.031,00;20/03/23;791.902.160-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001150.png
N0001151;Sônia;R$ 11.502,00;15/07/22;271.398.731-86;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001151.png
N0001152;Sophia;R$ 66.159,00;11/04/21;772.663.505-30;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001152.png
N0001153;Sophie;R$ 99.105,00;28/02/24;495.420.907-22;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001153.png
N0001154;Soraia;R$ 19.009,00;17/04/21;705.684.251-89;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001154.png
N0001155;Soraya;R$ 83.968,00;13/06/22;110.470.632-63;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001155.png
N0001156;Stefano;R$ 8.208,00;27/11/24;599.234.778-00;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001156.png
N0001157;Stella;R$ 5.733,00;27/07/24;928.690.386-31;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001157.png
N0001158;Sueli;R$ 65.360,00;11/08/20;344.079.896-88;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001158.png
N0001159;Suely;R$ 67.172,00;16/12/22;430.542.231-08;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001159.png
N0001160;Susana;R$ 53.260,00;08/11/20;969.405.781-70;file:///media/felipe/novo volume/ubuntu/projects/gerador de assinaturas/assinaturas/N0001160.png
